data,participante,notícias,acumulado
2022-03-28,Gustavo,1,207
2022-03-29,Gustavo,2,209
2022-03-31,Gustavo,3,212
2022-04-01,Gustavo,4,216
2022-04-02,Gustavo,4,220
2022-04-03,Gustavo,5,225
2022-04-04,Gustavo,7,232
2022-04-05,Gustavo,3,235
2022-04-06,Gustavo,4,239
2022-04-07,Gustavo,2,241
2022-04-08,Gustavo,2,243
2022-04-12,Gustavo,2,245
2022-04-13,Gustavo,3,248
2022-04-14,Gustavo,2,250
2022-04-15,Gustavo,7,257
2022-04-16,Gustavo,7,264
2022-04-17,Gustavo,9,273
2022-04-18,Gustavo,5,278
2022-04-19,Gustavo,8,286
2022-04-20,Gustavo,16,302
2022-04-21,Gustavo,4,306
2022-04-22,Gustavo,4,310
2022-04-23,Gustavo,2,312
2022-04-26,Gustavo,2,314
2022-02-10,Larissa,3,3
2022-02-11,Larissa,18,21
2022-02-12,Larissa,5,26
2022-02-13,Larissa,3,29
2022-02-14,Larissa,7,36
2022-02-15,Larissa,2,38
2022-02-16,Larissa,9,47
2022-02-18,Larissa,2,49
2022-02-19,Larissa,6,55
2022-02-20,Larissa,4,59
2022-02-21,Larissa,1,60
2022-02-22,Larissa,2,62
2022-02-23,Larissa,1,63
2022-02-24,Larissa,3,66
2022-02-25,Larissa,3,69
2022-02-26,Larissa,4,73
2022-02-27,Larissa,8,81
2022-02-28,Larissa,6,87
2022-03-01,Larissa,8,95
2022-03-02,Larissa,10,105
2022-03-03,Larissa,1,106
2022-03-04,Larissa,3,109
2022-03-08,Larissa,1,110
2022-03-09,Larissa,1,111
2022-03-10,Larissa,1,112
2022-03-18,Larissa,2,114
2022-03-23,Larissa,1,115
2022-04-04,Larissa,1,116
2022-04-15,Larissa,1,117
2022-04-18,Larissa,2,119
2022-04-21,Larissa,1,120
2022-01-19,Luciano,2,2
2022-01-22,Luciano,1,3
2022-01-24,Luciano,6,9
2022-01-25,Luciano,3,12
2022-01-26,Luciano,12,24
2022-02-18,Luciano,1,25
2022-02-24,Luciano,1,26
2022-03-30,Luciano,1,27
2022-04-07,Luciano,1,28
